cell_id,cell_type,CEACAM5,CST1
cell_417,Cancer-Associated Fibroblasts,0.19244021550445184,0.27560593911513515
cell_418,Cancer-Associated Fibroblasts,0.24238015253650336,0.23151859461377047
cell_419,Cancer-Associated Fibroblasts,0.2056820365880314,0.08308425062363996
cell_420,Cancer-Associated Fibroblasts,0.2508023364984057,0.13905668944455196
cell_421,Cancer-Associated Fibroblasts,0.23771850399620195,0.30884360544434225
cell_422,Cancer-Associated Fibroblasts,0.23667043355927583,0.1887571704020819
cell_423,Cancer-Associated Fibroblasts,0.16702533456603577,0.14627055785718254
cell_424,Cancer-Associated Fibroblasts,0.12286524553700147,0.21045665664385005
cell_425,Cancer-Associated Fibroblasts,0.16639752703689892,0.22643556628509662
cell_426,Cancer-Associated Fibroblasts,0.2522316703142804,0.2101586913809193
cell_427,Cancer-Associated Fibroblasts,0.2795534609697018,0.18866480404320662
cell_428,Cancer-Associated Fibroblasts,0.23654448836412276,0.19146624587495448
cell_429,Cancer-Associated Fibroblasts,0.2572823625279715,0.2050421078425788
cell_430,Cancer-Associated Fibroblasts,0.18634285434889367,0.2875972160912855
cell_431,Cancer-Associated Fibroblasts,0.1405117894457245,0.18204209542710595
cell_432,Cancer-Associated Fibroblasts,0.14143480934232386,0.25929724479314087
cell_433,Cancer-Associated Fibroblasts,0.229506646486892,0.20702142640481222
cell_434,Cancer-Associated Fibroblasts,0.20703254873472177,0.15553491348087914
cell_435,Cancer-Associated Fibroblasts,0.22946953040203638,0.2546468413318511
cell_436,Cancer-Associated Fibroblasts,0.16023649669144607,0.2807759899190889
cell_437,Cancer-Associated Fibroblasts,0.18784708341872333,0.21481807453017387
cell_438,Cancer-Associated Fibroblasts,0.1927949477712652,0.2074703798344078
cell_439,Cancer-Associated Fibroblasts,0.19571829602387633,0.2723918042735565
cell_440,Cancer-Associated Fibroblasts,0.18382456582560489,0.16271305102633227
cell_441,Cancer-Associated Fibroblasts,0.31628410691152326,0.21143003895270426
cell_442,Cancer-Associated Fibroblasts,0.17675973951746263,0.22234104439872437
cell_443,Cancer-Associated Fibroblasts,0.265124810508867,0.2218895980154354
cell_444,Cancer-Associated Fibroblasts,0.27862063914468427,0.15248957126020038
cell_445,Cancer-Associated Fibroblasts,0.17846087878454112,0.18000207788488098
cell_446,Cancer-Associated Fibroblasts,0.13021370932085974,0.21501690765245765
cell_447,Cancer-Associated Fibroblasts,0.21649325326936486,0.28062447801238216
cell_448,Cancer-Associated Fibroblasts,0.23265808100436292,0.1070261902532522
cell_449,Cancer-Associated Fibroblasts,0.12994462427063855,0.16347225788096084
cell_450,Cancer-Associated Fibroblasts,0.21136138260411255,0.2671097967669694
cell_451,Cancer-Associated Fibroblasts,0.22770723088963044,0.16366680482136198
cell_452,Cancer-Associated Fibroblasts,0.07595933375756192,0.1662202452313809
cell_453,Cancer-Associated Fibroblasts,0.23409078026604158,0.21032847254786297
cell_454,Cancer-Associated Fibroblasts,0.10455473537709667,0.18582688102875797
cell_455,Cancer-Associated Fibroblasts,0.13325696918981342,0.2593541525866987
cell_456,Cancer-Associated Fibroblasts,0.1926078252903439,0.14153337295037374
cell_457,Cancer-Associated Fibroblasts,0.1563936905624264,0.2983899630356581
cell_458,Cancer-Associated Fibroblasts,0.21890321991859327,0.07135895611999586
cell_459,Cancer-Associated Fibroblasts,0.22041205953935084,0.2634001525408805
cell_460,Cancer-Associated Fibroblasts,0.2235199097779344,0.2606547644035831
cell_461,Cancer-Associated Fibroblasts,0.1638171065614489,0.21180913213670835
cell_462,Cancer-Associated Fibroblasts,0.17846323963563757,0.20722488792824498
cell_463,Cancer-Associated Fibroblasts,0.24253986321617008,0.23999068131983803
cell_464,Cancer-Associated Fibroblasts,0.14298379360227112,0.13240116642809688
cell_465,Cancer-Associated Fibroblasts,0.28895269410061714,0.19483824437576663
cell_466,Cancer-Associated Fibroblasts,0.2013130847894622,0.21806220354386263
cell_467,Cancer-Associated Fibroblasts,0.22672133180882656,0.22649328748798725
cell_468,Cancer-Associated Fibroblasts,0.25868472844067947,0.09916659518902499
cell_469,Cancer-Associated Fibroblasts,0.29806473050801363,0.2100231308516764
cell_470,Cancer-Associated Fibroblasts,0.1181615394195206,0.14401289195229214
cell_471,Cancer-Associated Fibroblasts,0.23466998529852295,0.2234932639748494
cell_472,Cancer-Associated Fibroblasts,0.1835045393963702,0.23516300148277525
cell_473,Cancer-Associated Fibroblasts,0.20089188024346433,0.22145478393554446
cell_474,Cancer-Associated Fibroblasts,0.15608030466188835,0.22511575880907972
cell_475,Cancer-Associated Fibroblasts,0.11746523933526608,0.28056855547396214
cell_476,Cancer-Associated Fibroblasts,0.26320544019353054,0.19489804180285653
cell_477,Cancer-Associated Fibroblasts,0.19385003507025145,0.26395534656051217
cell_478,Cancer-Associated Fibroblasts,0.32796544686094653,0.2041713201999762
cell_479,Cancer-Associated Fibroblasts,0.17297237619292874,0.2214486842140266
cell_480,Cancer-Associated Fibroblasts,0.19913112268406064,0.15598819294074714
cell_481,Cancer-Associated Fibroblasts,0.19666126383377602,0.22436202634680094
cell_482,Cancer-Associated Fibroblasts,0.14970937087589767,0.18087412438623052
cell_483,Cancer-Associated Fibroblasts,0.2252313775663733,0.14761335176864657
cell_484,Cancer-Associated Fibroblasts,0.2757455519266901,0.1635903270466466
cell_485,Cancer-Associated Fibroblasts,0.23638405501027668,0.30765644007530646
cell_486,Cancer-Associated Fibroblasts,0.18536295589526464,0.2359314187425654
cell_487,Cancer-Associated Fibroblasts,0.14105842197388926,0.23682722662645692
cell_488,Cancer-Associated Fibroblasts,0.15697728634391928,0.21987164250317917
cell_489,Cancer-Associated Fibroblasts,0.15958728162488303,0.09363679234630223
cell_490,Cancer-Associated Fibroblasts,0.14236421266265642,0.2676065440518147
cell_491,Cancer-Associated Fibroblasts,0.16576828752210426,0.338125295271928
cell_492,Cancer-Associated Fibroblasts,0.20081546994814342,0.28500109297191434
cell_493,Cancer-Associated Fibroblasts,0.16828724390664934,0.23548293675781948
cell_494,Cancer-Associated Fibroblasts,0.20442447981555378,0.15467471267929897
cell_495,Cancer-Associated Fibroblasts,0.2662763932365378,0.25412461523509167
cell_496,Cancer-Associated Fibroblasts,0.2179189536947845,0.2152040064769681
cell_497,Cancer-Associated Fibroblasts,0.2235906348605421,0.08777909777453588
cell_498,Cancer-Associated Fibroblasts,0.23417592371368479,0.25351896760771814
cell_499,Cancer-Associated Fibroblasts,0.1481427173508514,0.28089443333122527
cell_500,Regulatory T Cells (Tregs),0.08767085028940816,3.8293981719215444
cell_501,Regulatory T Cells (Tregs),0.13505515173034646,3.5864517661009354
cell_502,Regulatory T Cells (Tregs),0.14413998150442747,3.410594617018731
cell_503,Regulatory T Cells (Tregs),0.07933071054182635,3.6862767941030645
cell_504,Regulatory T Cells (Tregs),0.1183096584909638,4.697162958498735
cell_505,Regulatory T Cells (Tregs),0.051887662162686164,3.6901688865382667
cell_506,Regulatory T Cells (Tregs),0.13018209223070662,4.151974581578947
cell_507,Regulatory T Cells (Tregs),0.024648904273627106,3.6905178025236376
cell_508,Regulatory T Cells (Tregs),0.1109610155002436,2.8555010215462375
cell_509,Regulatory T Cells (Tregs),0.12256966474701401,4.280717986908832
cell_510,Regulatory T Cells (Tregs),0.12769577068478893,3.5496449105854935
cell_511,Regulatory T Cells (Tregs),0.15364061253249664,3.251101761815894
cell_512,Regulatory T Cells (Tregs),0.09672582962086765,3.505206495133453
cell_513,Regulatory T Cells (Tregs),0.0776949200254766,3.804212118602322
cell_514,Regulatory T Cells (Tregs),0.0896669301984114,4.574032231608146
cell_515,Regulatory T Cells (Tregs),0.04868972633915872,3.6864619547503454
cell_516,Regulatory T Cells (Tregs),0.12580354196434312,2.4646210213220936
cell_517,Regulatory T Cells (Tregs),0.1736147253151767,3.193793207755482
cell_518,Regulatory T Cells (Tregs),0.1461285295033006,4.323489969702283
cell_519,Regulatory T Cells (Tregs),0.13738613914338693,2.8184378251185667
cell_520,Regulatory T Cells (Tregs),0.044269769757379666,2.1903992658557856
cell_521,Regulatory T Cells (Tregs),0.09342851484291224,3.2439438065207753
cell_522,Regulatory T Cells (Tregs),0.11806206500126477,2.61741236143354
cell_523,Regulatory T Cells (Tregs),0.0718922512882351,4.388902119971381
cell_524,Regulatory T Cells (Tregs),0.09011840135849707,4.144026109614227
cell_525,Regulatory T Cells (Tregs),0.06324685711009602,4.049141960415872
cell_526,Regulatory T Cells (Tregs),0.14082375076935327,3.6473651669909
cell_527,Regulatory T Cells (Tregs),0.061202319255958655,3.037988795921342
cell_528,Regulatory T Cells (Tregs),0.07812713004862408,3.7072727939933765
cell_529,Regulatory T Cells (Tregs),0.028724505854151774,3.406506352659293
cell_530,Regulatory T Cells (Tregs),0.12096087846977356,4.213725680706607
cell_531,Regulatory T Cells (Tregs),0.06740561984842522,4.069561584955968
cell_532,Regulatory T Cells (Tregs),0.09141647632747187,3.588196977751856
cell_533,Regulatory T Cells (Tregs),0.041491032489451546,2.8516378294612044
cell_534,Regulatory T Cells (Tregs),0.07377306839582413,4.308738147459876
cell_535,Regulatory T Cells (Tregs),0.0,3.429271882868935
cell_536,Regulatory T Cells (Tregs),0.14938780593174317,3.4453986937814545
cell_537,Regulatory T Cells (Tregs),0.09366196511512173,3.7352281173706925
cell_538,Regulatory T Cells (Tregs),0.060791465676259926,3.487944387793255
cell_539,Regulatory T Cells (Tregs),0.06293019867913127,4.710244820656083
cell_540,Regulatory T Cells (Tregs),0.08325656972629002,4.085950438640359
cell_541,Regulatory T Cells (Tregs),0.14953021917345488,3.3729094981784375
cell_542,Regulatory T Cells (Tregs),0.10689705219352025,3.356380097912948
cell_543,Regulatory T Cells (Tregs),0.06984348982057491,4.013142301947624
cell_544,Regulatory T Cells (Tregs),0.1783288033851626,2.3122786207950194
cell_545,Regulatory T Cells (Tregs),0.07906605562041209,2.6610834634875644
cell_546,Regulatory T Cells (Tregs),0.10487286314014352,4.829664043266338
cell_547,Regulatory T Cells (Tregs),0.031276607548933556,4.090546154405164
cell_548,Regulatory T Cells (Tregs),0.17250508547000537,4.535313884895069
cell_549,Regulatory T Cells (Tregs),0.08357108192880726,4.382615471072129
cell_550,Regulatory T Cells (Tregs),0.18484039767982471,3.62162444214127
cell_551,Regulatory T Cells (Tregs),0.05446709912143708,4.216951779291573
cell_552,Regulatory T Cells (Tregs),0.02079820737350603,2.968216196551338
cell_553,Regulatory T Cells (Tregs),0.11923109142001583,4.569402955563622
cell_554,Regulatory T Cells (Tregs),0.12430208741367482,3.806839811108005
cell_555,Regulatory T Cells (Tregs),0.1310068089411761,3.572863795100257
cell_556,Regulatory T Cells (Tregs),0.0919767575378679,4.007860420315993
cell_557,Regulatory T Cells (Tregs),0.08525921386727017,3.8889962776126703
cell_558,Regulatory T Cells (Tregs),0.09935770521487455,4.387897936731486
cell_559,Regulatory T Cells (Tregs),0.0930912586690419,3.4104279367722405
cell_560,Regulatory T Cells (Tregs),0.09719874158481634,4.453732190086924
cell_561,Regulatory T Cells (Tregs),0.10248551253280316,2.8340564860404256
cell_562,Regulatory T Cells (Tregs),0.1387128445387674,3.4325215751259477
cell_563,Regulatory T Cells (Tregs),0.049466732016197106,3.9377016237688687
cell_564,Regulatory T Cells (Tregs),0.09890459934366935,2.300712184852548
cell_565,Regulatory T Cells (Tregs),0.031036502644031162,2.2037338523701364
cell_566,Regulatory T Cells (Tregs),0.0,3.548344615778926
cell_567,Regulatory T Cells (Tregs),0.05196955602016414,3.0938655474046812
cell_568,Regulatory T Cells (Tregs),0.1761996701347487,3.400081604077484
cell_569,Regulatory T Cells (Tregs),0.1272974265974594,3.656121712973216
cell_570,Regulatory T Cells (Tregs),0.12420241583691408,1.4476693487909686
cell_571,Regulatory T Cells (Tregs),0.10385910807500161,3.0266538433335555
cell_572,Regulatory T Cells (Tregs),0.08138772652284326,3.6329853727554777
cell_573,Regulatory T Cells (Tregs),0.08977213796573079,3.0687090405380117
cell_574,Regulatory T Cells (Tregs),0.1389699475366822,2.404492716868146
cell_575,Regulatory T Cells (Tregs),0.07074237684274969,3.3898876107374236
cell_576,Regulatory T Cells (Tregs),0.18094465702053716,3.8193927445604787
cell_577,Regulatory T Cells (Tregs),0.12564402604181418,3.0561727019844134
cell_578,Regulatory T Cells (Tregs),0.2523537294138323,4.3880391885851076
cell_579,Regulatory T Cells (Tregs),0.058338911015522216,4.355057683742858
cell_580,Regulatory T Cells (Tregs),0.08265338168164095,4.478987501136672
cell_581,Regulatory T Cells (Tregs),0.12562200731872641,2.562212836220348
cell_582,Regulatory T Cells (Tregs),0.15426000546280189,2.941877057828434
cell_583,Regulatory T Cells (Tregs),0.0696798113001956,3.059732861367032
cell_584,Regulatory T Cells (Tregs),0.057664268341782565,3.8352036249583263
cell_585,Regulatory T Cells (Tregs),0.09447071957996168,4.009319509274581
cell_586,Regulatory T Cells (Tregs),0.07615534636837115,3.4502074460371643
cell_587,Regulatory T Cells (Tregs),0.14604128324133347,3.86664757748909
cell_588,Regulatory T Cells (Tregs),0.09233798271958928,4.999610996046899
cell_589,Regulatory T Cells (Tregs),0.09107809971306492,4.938879409808409
cell_590,Regulatory T Cells (Tregs),0.14450335410307652,3.6271644924275153
cell_591,Regulatory T Cells (Tregs),0.018669351210436325,3.3339827365360266
cell_592,Regulatory T Cells (Tregs),0.06051582693276176,2.9828485685130985
cell_593,Regulatory T Cells (Tregs),0.0,4.695489052209934
cell_594,Regulatory T Cells (Tregs),0.12730456650056454,2.792594296793882
cell_595,Regulatory T Cells (Tregs),0.03700746158750678,3.1514011873090153
cell_596,Regulatory T Cells (Tregs),0.11768072775951467,3.150556867470345
cell_597,Regulatory T Cells (Tregs),0.09157998715888216,3.1598579798877235
cell_598,Regulatory T Cells (Tregs),0.01696236136967949,2.445689014429628
cell_599,Regulatory T Cells (Tregs),0.04878730090594083,2.9182220129767575
cell_600,CD8+ Cytotoxic T Cells,0.09209646337095118,0.7859719409375909
cell_601,CD8+ Cytotoxic T Cells,0.102503394749759,1.1642807792287182
cell_602,CD8+ Cytotoxic T Cells,0.11869275467786315,1.5878617401475756
cell_603,CD8+ Cytotoxic T Cells,0.052471601410868596,1.3370383516994748
cell_604,CD8+ Cytotoxic T Cells,0.10274920071493363,0.8144478083738684
cell_605,CD8+ Cytotoxic T Cells,0.13453107159094913,1.0069560311696988
cell_606,CD8+ Cytotoxic T Cells,0.06942729025921905,1.0518929750363253
cell_607,CD8+ Cytotoxic T Cells,0.16927641453147174,1.8560848494241438
cell_608,CD8+ Cytotoxic T Cells,0.05397858510664251,1.1873544731159291
cell_609,CD8+ Cytotoxic T Cells,0.09731140321912832,1.3075453260461647
cell_610,CD8+ Cytotoxic T Cells,0.09748152764118641,1.5331925256088317
cell_611,CD8+ Cytotoxic T Cells,0.15788378516819762,0.739704942977259
cell_612,CD8+ Cytotoxic T Cells,0.1384749952462295,1.1227509511769238
cell_613,CD8+ Cytotoxic T Cells,0.10384766250349588,1.2753737419132916
cell_614,CD8+ Cytotoxic T Cells,0.007512596604330579,1.2513003638680473
cell_615,CD8+ Cytotoxic T Cells,0.07909146811680662,0.34641778864759987
cell_616,CD8+ Cytotoxic T Cells,0.08634548617401865,1.5643087353234582
cell_617,CD8+ Cytotoxic T Cells,0.09765405194186416,1.065319038905134
cell_618,CD8+ Cytotoxic T Cells,0.07376431428915567,0.8981451003852884
cell_619,CD8+ Cytotoxic T Cells,0.05992661242559312,1.8955150910415108
cell_620,CD8+ Cytotoxic T Cells,0.09492277355826931,1.3385000641757028
cell_621,CD8+ Cytotoxic T Cells,0.0762877490952126,1.13611893956655
cell_622,CD8+ Cytotoxic T Cells,0.09963452959096764,0.8672072662489243
cell_623,CD8+ Cytotoxic T Cells,0.10393947252897834,1.6276729726693604
cell_624,CD8+ Cytotoxic T Cells,0.10075953648028853,1.379285115642724
cell_625,CD8+ Cytotoxic T Cells,0.1161964895226085,1.1360236266242922
cell_626,CD8+ Cytotoxic T Cells,0.10460018660035746,1.351440243916095
cell_627,CD8+ Cytotoxic T Cells,0.14377710441767882,1.0889941670600585
cell_628,CD8+ Cytotoxic T Cells,0.12335322927023462,1.7147743373833046
cell_629,CD8+ Cytotoxic T Cells,0.14716976829212067,0.7911530562657176
cell_630,CD8+ Cytotoxic T Cells,0.13273691350998043,1.5457029334715875
cell_631,CD8+ Cytotoxic T Cells,0.0999710659321478,1.04195244799153
cell_632,CD8+ Cytotoxic T Cells,0.035957251232373255,1.4409310582958559
cell_633,CD8+ Cytotoxic T Cells,0.010001203397944393,1.8367137361939234
cell_634,CD8+ Cytotoxic T Cells,0.07998192836799331,1.3235200977414014
cell_635,CD8+ Cytotoxic T Cells,0.0,1.3974907707216881
cell_636,CD8+ Cytotoxic T Cells,0.14061761359128566,0.15776573041796726
cell_637,CD8+ Cytotoxic T Cells,0.08766450274529447,1.3057289221543795
cell_638,CD8+ Cytotoxic T Cells,0.025868620040167878,1.1108802336987302
cell_639,CD8+ Cytotoxic T Cells,0.10656566467549684,1.4182540360249198
cell_640,CD8+ Cytotoxic T Cells,0.1603668481256009,1.6060782373279239
cell_641,CD8+ Cytotoxic T Cells,0.0912146633004052,1.376962361174117
cell_642,CD8+ Cytotoxic T Cells,0.0807141782482206,1.2315356003518818
cell_643,CD8+ Cytotoxic T Cells,0.16557419144844046,0.47163669063719105
cell_644,CD8+ Cytotoxic T Cells,0.16380100849831114,0.9391195751837472
cell_645,CD8+ Cytotoxic T Cells,0.03831786867508527,1.0326889572035043
cell_646,CD8+ Cytotoxic T Cells,0.04421574412714782,1.2256322303859402
cell_647,CD8+ Cytotoxic T Cells,0.06831676810376175,0.8093481270168185
cell_648,CD8+ Cytotoxic T Cells,0.12164399650861457,0.133347792603947
cell_649,CD8+ Cytotoxic T Cells,0.11782873355816041,1.6663855134428498
cell_650,CD8+ Cytotoxic T Cells,0.12878647905756854,1.6191549648521537
cell_651,CD8+ Cytotoxic T Cells,0.0,1.0379523161378992
cell_652,CD8+ Cytotoxic T Cells,0.13934575128569157,1.3667902601259398
cell_653,CD8+ Cytotoxic T Cells,0.021124472681664785,0.2337869287653569
cell_654,CD8+ Cytotoxic T Cells,0.09690851971881746,0.6896941022773926
cell_655,CD8+ Cytotoxic T Cells,0.0,1.2795964710605237
cell_656,CD8+ Cytotoxic T Cells,0.06568291073657571,1.198006106653391
cell_657,CD8+ Cytotoxic T Cells,0.14184530915776125,1.1910889545722871
cell_658,CD8+ Cytotoxic T Cells,0.04786290677329608,1.483507527903641
cell_659,CD8+ Cytotoxic T Cells,0.18141034115019353,1.9245757114035316
cell_660,CD8+ Cytotoxic T Cells,0.13008516134052883,0.9640709876551644
cell_661,CD8+ Cytotoxic T Cells,0.11982690341996675,1.4896656439203504
cell_662,CD8+ Cytotoxic T Cells,0.07627481545294366,0.8763401115664815
cell_663,CD8+ Cytotoxic T Cells,0.1158535713155043,0.4151604821517768
cell_664,CD8+ Cytotoxic T Cells,0.09526487723851594,0.45259969220600993
cell_665,CD8+ Cytotoxic T Cells,0.04741776636409831,0.7385211072615067
cell_666,CD8+ Cytotoxic T Cells,0.09467350446144995,0.35733328841984846
cell_667,CD8+ Cytotoxic T Cells,0.05146104846090786,0.7647998371613078
cell_668,CD8+ Cytotoxic T Cells,0.14913976805539558,1.0290877979985154
cell_669,CD8+ Cytotoxic T Cells,0.09996727015905235,0.9465291707129717
cell_670,CD8+ Cytotoxic T Cells,0.07034727631184563,1.1185365699902403
cell_671,CD8+ Cytotoxic T Cells,0.01867898457797137,1.4205802819513413
cell_672,CD8+ Cytotoxic T Cells,0.0641000277641667,1.423438312022223
cell_673,CD8+ Cytotoxic T Cells,0.0650539237632672,0.8717997989728334
cell_674,CD8+ Cytotoxic T Cells,0.136386562327743,0.05535762017905064
cell_675,CD8+ Cytotoxic T Cells,0.07167952609133785,1.475228630566446
cell_676,CD8+ Cytotoxic T Cells,0.11472264200724279,1.8997626236113418
cell_677,CD8+ Cytotoxic T Cells,0.015671036547408923,1.1940844324001196
cell_678,CD8+ Cytotoxic T Cells,0.12342106780518258,0.5977441154416596
cell_679,CD8+ Cytotoxic T Cells,0.16432649509962763,0.9883398196343002
cell_680,CD8+ Cytotoxic T Cells,0.09377327450744856,1.546407850555747
cell_681,CD8+ Cytotoxic T Cells,0.12473236943305627,1.1422069327400879
cell_682,CD8+ Cytotoxic T Cells,0.057738139529986174,1.4624121648454793
cell_683,CD8+ Cytotoxic T Cells,0.16921129830712386,1.375327718923871
cell_684,CD8+ Cytotoxic T Cells,0.08951655545687708,0.6750736305689988
cell_685,CD8+ Cytotoxic T Cells,0.07965165355956767,1.0078655958043137
cell_686,CD8+ Cytotoxic T Cells,0.2389348754666481,0.8347697874244665
cell_687,CD8+ Cytotoxic T Cells,0.15520999904869254,0.9654004019025345
cell_688,CD8+ Cytotoxic T Cells,0.05826706857462365,0.6778913712438682
cell_689,CD8+ Cytotoxic T Cells,0.023463739052476253,0.7304578993325792
cell_690,CD8+ Cytotoxic T Cells,0.11783862378244357,0.9882622201836411
cell_691,CD8+ Cytotoxic T Cells,0.1059275404018086,0.804082503371248
cell_692,CD8+ Cytotoxic T Cells,0.12174089316477374,0.635183750644517
cell_693,CD8+ Cytotoxic T Cells,0.010493808461027732,1.0672024602950811
cell_694,CD8+ Cytotoxic T Cells,0.23974469287739913,0.9095901963560639
cell_695,CD8+ Cytotoxic T Cells,0.20452183907063065,2.0923950923689194
cell_696,CD8+ Cytotoxic T Cells,0.14479855616520654,1.0549979308659487
cell_697,CD8+ Cytotoxic T Cells,0.11000414392191861,1.35705041749634
cell_698,CD8+ Cytotoxic T Cells,0.03348791960212479,1.4162873621379972
cell_699,CD8+ Cytotoxic T Cells,0.11562534119006308,0.7735356799275126
cell_700,CD8+ Cytotoxic T Cells,0.07236708142776418,1.5283036088088628
cell_701,CD8+ Cytotoxic T Cells,0.1611112818990192,1.8199032825053314
cell_702,CD8+ Cytotoxic T Cells,0.05380929741616645,0.3615191030745259
cell_703,CD8+ Cytotoxic T Cells,0.0658252160058251,1.595349255098824
cell_704,CD8+ Cytotoxic T Cells,0.1350208040562904,1.1699739412590378
cell_705,CD8+ Cytotoxic T Cells,0.15345161808336136,0.5111135791545525
cell_706,CD8+ Cytotoxic T Cells,0.1083473694084396,0.8296032095713791
cell_707,CD8+ Cytotoxic T Cells,0.07543935251108952,1.2475715129906613
cell_708,CD8+ Cytotoxic T Cells,0.05656295735100991,1.042826188504694
cell_709,CD8+ Cytotoxic T Cells,0.08458341047124865,1.4633967469594014
cell_710,CD8+ Cytotoxic T Cells,0.0662730947267177,0.4985571619073618
cell_711,CD8+ Cytotoxic T Cells,0.0,1.4548016995998583
cell_712,CD8+ Cytotoxic T Cells,0.12084165148243832,0.5725954226805062
cell_713,CD8+ Cytotoxic T Cells,0.07267417486450002,0.8480345805631981
cell_714,CD8+ Cytotoxic T Cells,0.061806250145210614,0.6186865621182813
cell_715,CD8+ Cytotoxic T Cells,0.0,1.1423628437591271
cell_716,CD8+ Cytotoxic T Cells,0.13862495509087852,1.6106044388235081
cell_717,CD8+ Cytotoxic T Cells,0.08023488190386915,1.79072921311772
cell_718,CD8+ Cytotoxic T Cells,0.06825429557040345,0.5652126800589833
cell_719,CD8+ Cytotoxic T Cells,0.046674951519197296,1.256644996154401
cell_720,CD8+ Cytotoxic T Cells,0.09913835057086322,1.2237404918689436
cell_721,CD8+ Cytotoxic T Cells,0.05210582520143499,1.0061401980236577
cell_722,CD8+ Cytotoxic T Cells,0.10880384353067522,0.6707361920328551
cell_723,CD8+ Cytotoxic T Cells,0.06555791099611628,1.444618608198851
cell_724,CD8+ Cytotoxic T Cells,0.09824047110642571,0.7227437529483829
cell_725,CD8+ Cytotoxic T Cells,0.09080894770354457,1.4070898865576422
cell_726,CD8+ Cytotoxic T Cells,0.1129672981735648,1.0611181630223714
cell_727,CD8+ Cytotoxic T Cells,0.06442358998682758,1.44194581461141
cell_728,CD8+ Cytotoxic T Cells,0.0822265187905807,0.9720933072917832
cell_729,CD8+ Cytotoxic T Cells,0.11388065904169019,0.4770467314618159
cell_730,CD8+ Cytotoxic T Cells,0.09147320134795164,0.8857708603167239
cell_731,CD8+ Cytotoxic T Cells,0.1731026133164719,0.5203195492770403
cell_732,CD8+ Cytotoxic T Cells,0.16486791435527448,1.4554104406124433
cell_733,CD8+ Cytotoxic T Cells,0.10799971335528503,1.4070224897921944
cell_734,CD8+ Cytotoxic T Cells,0.15984870852790234,0.9677377938789672
cell_735,CD8+ Cytotoxic T Cells,0.07200340095491278,1.2963986973568857
cell_736,CD8+ Cytotoxic T Cells,0.17121177855346478,1.9393807452466083
cell_737,CD8+ Cytotoxic T Cells,0.085866883896095,1.0790929852095519
cell_738,CD8+ Cytotoxic T Cells,0.19019970234792774,1.2976099634327611
cell_739,CD8+ Cytotoxic T Cells,0.13546576281059808,1.2577359052089925
cell_740,CD8+ Cytotoxic T Cells,0.0722845814200125,0.7884685629045289
cell_741,CD8+ Cytotoxic T Cells,0.008968192716238266,1.5910385971649699
cell_742,CD8+ Cytotoxic T Cells,0.17127735995131244,0.8958207967998855
cell_743,CD8+ Cytotoxic T Cells,0.07558596316929958,0.775498756921069
cell_744,CD8+ Cytotoxic T Cells,0.000928321106237695,0.9828146763560371
cell_745,CD8+ Cytotoxic T Cells,0.1269482950030432,1.3653383098444303
cell_746,CD8+ Cytotoxic T Cells,0.06702560492794525,1.6669404534442702
cell_747,CD8+ Cytotoxic T Cells,0.1330466005222327,1.3386236421172766
cell_748,CD8+ Cytotoxic T Cells,0.05396480818217174,0.7478345910948071
cell_749,CD8+ Cytotoxic T Cells,0.2080674489287032,1.0630332659685775
cell_750,CD8+ Cytotoxic T Cells,0.17541879935334018,1.5253116331859642
cell_751,CD8+ Cytotoxic T Cells,0.03758041544993038,1.5336253233997417
cell_752,CD8+ Cytotoxic T Cells,0.07396965473143323,0.9207471464265323
cell_753,CD8+ Cytotoxic T Cells,0.020579634514539782,0.9272404618901969
cell_754,CD8+ Cytotoxic T Cells,0.10101759132241658,2.12051570683794
cell_755,CD8+ Cytotoxic T Cells,0.12732045768186986,1.8916475191251656
cell_756,CD8+ Cytotoxic T Cells,0.17147963112542572,1.2299845840698047
cell_757,CD8+ Cytotoxic T Cells,0.13213631944530405,0.9646820595631725
cell_758,CD8+ Cytotoxic T Cells,0.01899296678644387,1.6454220832248216
cell_759,CD8+ Cytotoxic T Cells,0.04033511843726734,0.2375837182474858
cell_760,CD8+ Cytotoxic T Cells,0.11194801004474446,0.9641123059676492
cell_761,CD8+ Cytotoxic T Cells,0.19686561203468755,1.1584681332985787
cell_762,CD8+ Cytotoxic T Cells,0.10693856184805527,1.3679046503620993
cell_763,CD8+ Cytotoxic T Cells,0.08648191562509108,1.0499658813881925
cell_764,CD8+ Cytotoxic T Cells,0.07607195895976751,1.500148265178139
cell_765,CD8+ Cytotoxic T Cells,0.158151771027693,1.8747008992198504
cell_766,CD8+ Cytotoxic T Cells,0.13216134823247222,0.7627561544610272
cell_767,CD8+ Cytotoxic T Cells,0.007485352751286334,0.8609385831662606
cell_768,CD8+ Cytotoxic T Cells,0.04848456525019939,1.6724677230959253
cell_769,CD8+ Cytotoxic T Cells,0.13998708488865316,0.8871312683327479
cell_770,CD8+ Cytotoxic T Cells,0.12575070000010727,1.1293412696423668
cell_771,CD8+ Cytotoxic T Cells,0.08898504724291285,1.5732422639656478
cell_772,CD8+ Cytotoxic T Cells,0.1071795890159405,1.083235206251799
cell_773,CD8+ Cytotoxic T Cells,0.09302538939056067,1.4160605995480235
cell_774,CD8+ Cytotoxic T Cells,0.11389455042452938,0.3246418586785009
cell_775,CD8+ Cytotoxic T Cells,0.07964842625120719,0.525835591819092
